Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply
Cyber Test Engineer/Coordinator,$52K-$63K (Glassdoor est.),"Test Engineer/Coordinator- (346TS) - TS/SCI level clearance Required!!!! Located at Lackland AFB., San Antonio, TXJob Summary:Member of a test team that plans, executes, and reports on operational test and evaluations of a cyber-weapon system. Applies knowledge of the operational test lifecycle. Incorporates broad technical knowledge in one or more areas on specific systems or applications. Requires knowledge of customary approaches, techniques, and requirements appropriate to the assigned legacy systems, current operational systems, and latest trends in related technologies for future weapon systems.IPSecure, Inc.In this portion of IPSecure Inc., you'll shape the future of DoD Cyberspace Weapon Systems by addressing the cyber warfighter operational requirements with rigorous testing on enhancements to current systems or employment of future systems in live or operational representative environments. Team IPSecure builds and test the technology to tackle the toughest challenges and stay ahead of the latest threats. If you want to join an agile and growing company that makes a direct impact in the cyber fight against cyber criminals and threats, IPSecure is the place for you. Driven by passionate people who are dedicated to making the world safer, with room to grow and learn, it's no wonder we've been named a Top Place to Work in San Antonio.While you will be given lots of room to learn and grow, here are the starting requirements:* Active DoD TS/SCI government clearance in JPAS* Requires a DoD 8570 IAT level II certification or higher* Knowledge of operations test and evaluation types and applications for evaluating, analyzing, maintaining, managing, or improving cyberspace system performance.* Knowledge of operational test initiation, risk management, planning, execution, data collection, analyzing, evaluating, and reporting activities.* Knowledge of Headquarters Air Force and Air Combat Command Test and Evaluation directives.* The initiative to work the advancement of activity in a defined test process lifecycle.* Adept at problem solving, identifying risk, and clearly communicate results and recommendations to decision makers at all levels.* Intermediate level of experience in use Microsoft Office programs plus Project, Visio, SharePoint applications. Applies with minimal assistance.* MA/MS Degree. Preferred in Engineering, Computer Science, Computer Information Systems, Engineering Management, or similar (4 years min experience)* Or, BA/BS Degree. Preferred in Engineering, Computer Science, Computer Information Systems, Engineering Management, or similar (6 years min experience)* Or Cyber Weapon System operations, maintenance, or management (4 Years minimum)* Or High School Diploma (10 years min experience)* Travel of approximately five trips at two weeks or less duration.Responsibilities:* Plan, execute test, and reports findings on the operational telecommunications or cyberspace system in operational realistic environments.* Utilizes specialized experience in evaluating, analyzing, maintaining, managing, or improving cyberspace and telecommunications system performance.* Analyzes and recommends solutions to problems associated with operating systems.* Applies manufacturer and government manuals and instructions or similar documents.* Detects, diagnoses, and reports severity and impact of related problems.* Makes recommendations to the test requestor regarding effectiveness, suitability, and security of proposed software/hardware, documentation, and training applications.* Provides documentation/project tracking and program management reporting.* Coordinates upgrade specifications and schedules with internal or external users to ensure proper integration on an event based timeline.* Ensures uninterrupted access to all telecommunication features in support of T&E efforts.* Must be familiar with a variety of the IT field's concepts, practices, and procedures.* Follows specific layout and diagrams to construct, implement, and operate devices and subunits of equipment.* Apply knowledge of the Department of Defense Acquisition process, Government types of funding, duration, and sources.* Apply knowledge of Department of Defense Operational Test & Evaluation (OT&E) process* Incorporate experience and judgment to plan and accomplish goals.* Task management to accomplish a variety of complicated tasks in a constrained time period.* Develop, present, and oversee documents, briefings, and meetings.* Incorporating a certain degree of creativity and latitude is expected.* Works effectively and efficiently under general supervision.* Reports to a project leader, supervisor, or manager.Our Benefits!* We offer competitive benefit plans for medical, dental and vision.* Paid Time Off Accrued.* Educational Assistant Program.* Supplemental Insurance.* Short Term / Long Term Disability Insurance.* Paid Vacation, Holiday and Sick Leave.* Retirement Plan with Employer Contribution match.* IPSecure is an Equal Opportunity and Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, sex, sexual orientation, gender identity, religion, national origin, disability, veteran status, or other legally protected status.*",-1,IP Secure Inc,"San Antonio, TX","Los Angeles, CA",1 to 50 employees,-1,Company - Private,Telecommunications Services,Telecommunications,Unknown / Non-Applicable,-1,-1
Operational Test Engineer,$52K-$63K (Glassdoor est.),"Job Description BAE Systems has an opportunity for a Test Engineer/Coordinator at Lackland AFB, TX.

This individual will be a member of a test team that plans, executes, and reports on operational test and evaluations of a cyber-weapon system. Applies knowledge of the operational test lifecycle. Incorporates broad technical knowledge in one or more areas on specific systems or applications. Requires knowledge of customary approaches, techniques, and requirements appropriate to the assigned legacy systems, current operational systems, and latest trends in related technologies for future weapon systems.

Responsibilities will include:
Plan, execute test, and reports findings on the operational telecommunications or cyberspace system in operational realistic environments.
Utilizes specialized experience in evaluating, analyzing, maintaining, managing, or improving cyberspace and telecommunications system performance.
Analyzes and recommends solutions to problems associated with operating systems.
Applies manufacturer and government manuals and instructions or similar documents.
Detects, diagnoses, and reports severity and impact of related problems.
Makes recommendations to the test requestor regarding effectiveness, suitability, and security of proposed software/hardware, documentation, and training applications.
Provides documentation/project tracking and program management reporting.
Coordinates upgrade specifications and schedules with internal or external users to ensure proper integration on an event based timeline.
Ensures uninterrupted access to all telecommunication features in support of T&E efforts.
Must be familiar with a variety of the IT field's concepts, practices, and procedures.
Follows specific layout and diagrams to construct, implement, and operate devices and subunits of equipment.
Apply knowledge of the Department of Defense Acquisition process, Government types of funding, duration, and sources.
Apply knowledge of Department of Defense Operational Test & Evaluation (OT&E) process
Incorporate experience and judgment to plan and accomplish goals.
Task management to accomplish a variety of complicated tasks in a constrained time period.
Develop, present, and oversee documents, briefings, and meetings.
Incorporating a certain degree of creativity and latitude is expected.
Works effectively and efficiently under general supervision.
Reports to a project leader, supervisor, or manager.
Required Skills and Education
Active DoD TS/SCI government clearance in JPAS
Requires a DoD 8570 IAT level II certification or higher
Knowledge of operations test and evaluation types and applications for evaluating, analyzing, maintaining, managing, or improving cyberspace system performance.
Knowledge of operational test initiation, risk management, planning, execution, data collection, analyzing, evaluating, and reporting activities.
Knowledge of Headquarters Air Force and Air Combat Command Test and Evaluation directives.
The initiative to work the advancement of activity in a defined test process lifecycle.
Adept at problem solving, identifying risk, and clearly communicate results and recommendations to decision makers at all levels.
Intermediate level of experience in use Microsoft Office programs plus Project, Visio, SharePoint applications. Applies with minimal assistance.
MA/MS Degree. Preferred in Engineering, Computer Science, Computer Information Systems, Engineering Management, or similar (4 years min experience)
Or, BA/BS Degree. Preferred in Engineering, Computer Science, Computer Information Systems, Engineering Management, or similar (6 years min experience)
Or Cyber Weapon System operations, maintenance, or management (4 Years minimum)
Or High School Diploma (10 years min experience)
Travel of approximately five trips at two weeks or less duration.
Preferred Skills and Education
About BAE Systems Intelligence & Security BAE Systems Intelligence & Security, based in McLean, Virginia, designs and delivers advanced defense, intelligence, and security solutions that support the important missions of our customers. Our pride and dedication shows in everything we dofrom intelligence analysis, cyber operations and IT expertise to systems development, systems integration, and operations and maintenance services. Knowing that our work enables the U.S. military and government to recognize, manage and defeat threats inspires us to push ourselves and our technologies to new levels. Thats BAE Systems. Thats Inspired Work. Equal Opportunity Employer/Females/Minorities/Veterans/Disabled/Sexual Orientation/Gender Identity/Gender Expression. To see Inspired Work in action, visit www.baesystems.com and follow us on Facebook: www.facebook.com/baesystemsintel.",3.6,"BAE Systems USA
3.6","San Antonio, TX","Arlington, VA",10000+ employees,1999,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),"Northrop Grumman, Lockheed Martin, Raytheon Technologies",-1
Senior Software Engineer,$52K-$63K (Glassdoor est.),"Since H-E-B Digital Technology's inception, we've been
investing heavily in our customers' digital experience, reinventing how they
find inspiration from food, how they make food decisions, and how they
ultimately get food into their homes. This is an exciting time to join H-E-B
Digital--we're using the best available technologies to deliver modern,
engaging, reliable, and scalable experiences to meet the needs of our growing
audience. If you enjoy taking on new challenges, working in a rapidly changing
environment, learning new skills, and applying it all to solve large and
impactful business problems, we want you as part of our team.

Our Partners thrive The H-E-B Way. In the Senior Software
Engineer job, that means you have a...
HEART FOR PEOPLE... you can organize multiple engineers,
negotiate solutions, and provide upward communication
HEAD FOR BUSINESS... you consistently demonstrate and uphold
the standards of coding, infrastructure, and process
PASSION FOR RESULTS... you're capable of high-velocity
contributions in multiple technical domains

What
you'll do (Design & Development)
Coach and mentor junior engineers in engineering
techniques, processes, and new technologies; enable others to succeed
Contribute to overall system design, architecture,
security, scalability, reliability, and performance of applications
Support the build and deployment pipeline and when necessary,
both diagnose and solve production support issues
Identify, scope, and architect solutions for new features
while applying sound technical judgment that considers technology alternatives,
impact on affected / adjacent systems, and tradeoffs
Work with Product, Design, and QA to deliver world-class
digital experiences
Get the opportunity to stay ahead of new technologies with
an eye to evaluating and potentially incorporating them into your team's
architecture
Apply understanding to help improve the cloud
infrastructure that powers our high-performance, consumer-scale site and mobile
apps
Lead initiatives, technical design, and delivery of complex
features across multiple systems to improve user experiences
Recommend changes to processes and tools at the team level
based on industry standards, patterns, and practices
Diagnose / fix highly complex technical issues independently
Identify and communicate cross-team dependencies
Communicate individual and project-level development
statuses, issues, risks, and concerns to technical leadership and management;
research / advise technical leadership in vendor negotiations
Create documentation and training related to technology
stacks and standards within assigned team
Provide end-to-end support to applications
Who
You Are
You have an ownership mentality and a consistent track
record of successful, high-quality results
You enjoy learning new technologies as they emerge
You have an advanced understanding of development
methodologies and processes
You have a comprehensive knowledge of CS fundamentals: data
structures, algorithms, and design patterns
You have advanced knowledge of system architecture and
design patterns
You can understand architecture, design, and integration
landscape of multiple H-E-B systems
You have experience with common software engineering
tools such as Git, JIRA, Confluence, etc.
You have a high level of comfort in Lean Startup or Agile development
methodologies
You have a bachelor's degree in computer science or comparable field, or
equivalent self-study

Qualifications
You're proficient in technologies such as
Java and Spring

- Experience with modern front end framework such as React or Angular preferred
Understanding of Microservices Architecture preferred

- Experience with Cloud technologies
You have 4 years of application development
experience

Who We Are
H-E-B is one of the largest, independently owned food retailers in the
nation, operating over 400 stores throughout Texas and Mexico, with annual
sales generating over $26 billion
We hire talented people (116,000 Partners), and give them autonomy to be
creative in how they impact the business
We're a Partner-driven company with a Bold Promise - Because People Matter
We embrace Diversity and Inclusion as core values, and support them with
thriving company

DEVS3232",4.3,"H E B
4.3","San Antonio, TX","San Antonio, TX",10000+ employees,1905,Company - Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD),-1,-1
"ELK DevOps Engineer-San Antonio, TX",$52K-$63K (Glassdoor est.),"ELK DevOps Engineer
Duration: 6 Months Contract
Location: San Antonio, TX
Rate: Market Rate

Description:
Experience in architecting, designing, developing solutions using the ELK (Elasticsearch, log stash and Kibana) stack.
Expertise in scripting (bash, python, etc.)
Build and manage DevOps automation (CI/CD).
Ability to perform data-related benchmarking, performance analysis and tuning
Hands-on experience with one or more build tools (e.g., Maven, Gradle).
Hands-on experience with Software Source Code Management tools (e.g. Gitlab)
Hands-on experience with Agile Lifecycle Management and engineering tools including Atlassian Jira and Confluence as well as application IDE tools including IntelliJ, Eclipse
Excellent communication, and relationship skills to articulate advanced technical topics and build consensus among clients and technical stakeholders
Strong interpersonal and collaborations skills working in a team-oriented environment
Strong analytical and problem-solving skills
Ability to adhere to defined processes & procedures, and suggest improvements
Ability to effectively prioritize and handle multiple tasks simultaneously.",5.0,"Georgia IT Inc.
5.0","San Antonio, TX","Alpharetta, GA",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,-1
Engineer Senior-Level,$52K-$63K (Glassdoor est.),"Engineer Senior-Level

BB&E is a civil, environmental and energy engineering and consulting company, headquartered in Northville, Michigan, which services both the Federal and Industrial sectors throughout the United States. BB&E team members specialize in civil and environmental engineers and professionals providing Environmental consulting, Facilities Engineering and Program/Project Management Services to Federal and private sectors. BB&E is an equal opportunity employer (EOE). Please submit your resume/qualifications and salary requirements. All offers of employment at BB&E, Inc. are contingent upon a thorough background check conducted on all final candidates, as deemed necessary and per State and Federal laws. BB&E offers a full competitive benefits package including medical, dental, vision and 401(k).
BB&E is an Equal Opportunity Employer, Female/Minority/Veterans/Disabled/Sexual Orientation/Gender Identity
BB&E is seeking to fill an Engineer Senior-Level role to support the AFCEC/CP onsite at JBSA-Lackland, TX.

JOB DESCRIPTION:

Demonstrate experience and knowledge of Activity Management, Requirement Identification, and Project Programming Programs or cross-Directorate programs which are still under development and need support to meet the end-state.
Develop life-cycle sustainment and risk mitigation strategy recommendations for two FYDPs for each portfolio.
Analyze built infrastructure data, aggregate requirements, assesses asset performance predictions from SMS, analyze statistics and trend across portfolios, validate data, perform data management, compile other summarizing reports for each AMP portfolio, and recommend enhancements to processes.
Support AMP Enterprise Managers with the development of portfolio-specific SEEDs to support Installation Development Plans (IDPs) and the Enterprise Planning Process.
Maturation of Requirement Identification by analyzing built infrastructure data, aggregating requirements, assessing asset performance predictions from SMS, analyzing statistics and trends across portfolios, validating data, performing data management, compiling other summarizing reports for each AMP portfolio, and recommending enhancements to process.
Assisting in the AFCAMP process, establishment of document templates/tools, logistic support, training, and process refinement recommendations associated with the maturation of the AFCAMP process.
May oversee the efforts of less senior staff and/or be responsible for the efforts of all staff assigned to a specific job.
BASIC QUALIFICATIONS:

MA/MS degree and 10 years of related experience.
Must have a recent NACI Clearance for a Common Access Card (CAC), or the ability to obtain one.
Position may require a Secret Security Clearance.
Motivated self-starters requested.",4.0,"BB&E, Inc.
4.0","San Antonio, TX","BRASILIA, Brazil",10000+ employees,-1,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1,-1
Data Engineers: (Technical Lead/Developers),$52K-$63K (Glassdoor est.),"Key Skills:
ETL/ELT, Informatica, DBT(Data Build Tool), Snowflake, AWS S3 and Glue",3.0,"The Accuro Group
3.0","San Antonio, TX","Raleigh, NC",201 to 500 employees,2003,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1
Senior IT Disaster Recovery Engineer,$59K-$135K (Glassdoor est.),"DescriptionThe Senior IT Disaster Recovery Engineer assists in development of risk management procedures, business continuance scenarios, contingency and disaster recovery plans for central and distributed systems and networks to maintain operations during downtime and/or major disasters. The Senior IT Disaster Recovery Engineer work assignments involve moderately complex to complex issues where the analysis of situations or data requires an in-depth evaluation of variable factors.ResponsibilitiesThe Senior IT Disaster Recovery Engineer engages in all facets and activities of the DR Program and expected to:+ Implement policies and procedures for disaster recovery planning for on-prem and cloud solutions.+ Manage recovery plan development and maintenance activities to ensure plans are current and compliant+ Manage the test lifecycle supporting and facilitating testing with infrastructure and applications teams. + Understands and advocates DR Program strategy while executing activities with IT teams.+ Able to join and contribute to DR in the cloud transformation efforts.+ Comfortable leading discussions and educating business and IT partners in matters concerning DR methodology, practices, roles and responsibilities.+ Highly experienced in engaging infrastructure and application teams to collaborate on discussions and requirements for disaster recovery including experience with recovery and system processes+ Solid understanding of IT infrastructure, application and operations environment structure+ Able to work successfully as a member of a team through collaboration and support.+ Proven ability to influence and collaborate with internal and external resources.+ Makes decisions on moderately complex to complex issues, ability to solve problems and address obstacles.+ Capable of managing multiple assignments/priorities in a fast-paced environment using discernment, organization, time and objectives management.+ Exercises considerable latitude in determining objectives and approaches to assignments.+ Provides project leadership, when needed, for the purpose of planning, directing, controlling, developing and maintaining the Disaster Recovery program.+ Knowledge of Crisis Management, Business Continuity and Event Management practices+ Understands that Disaster Recovery professionals can be called in to support test exercises or unplanned outages off regular business hours as necessary+ Strong verbal and written communication skills; capable to report progress, status and other pertinent information to partners and leaders+ Advanced skills in Microsoft Office products (Word, Excel, PowerPoint, Project, Visio, SharePoint) with an ability to produce professional documents+ Some, but limited travel required (no more than 15%)Required Qualifications+ Bachelor's degree or equivalent experience+ 5 or more years of DR and/or IT operations experience+ Cloud certification/experience+ Must be passionate about contributing to an organization focused on continuously improving Preferred Qualifications+ CBCP/CBCI preferred+ Strong Excel and/or metrics experience preferred+ Power BI experience a plus+ ITIL certification a plus+ RSA Archer experience a plus+ Service Now experience a plusScheduled Weekly Hours40About UsMission: At Humana, our cultural foundation is aligned to helping members achieve their best health by delivering personalized, simplified, whole-person healthcare experiences. Recognizing healthcare needs continue to evolve for each person, for each family and for each community, Humana continuously creates innovative solutions and resources that help people live their healthiest lives on their terms -when and where they need it. Our employees are at the heart of making this happen and that's why we are dedicated to building an organization of dynamic talent whose experience and passion center on putting the customer first. Equal Opportunity EmployerIt is our policy to recruit, hire, train, and promote people without regard to race, color, religion, sex, national origin, age, sexual orientation, gender identity or expression, disability, or veteran status, except where age, sex, or physical status is a bona fide occupational qualification. View the EEO is the Law poster.If you are an individual with a disability and require a reasonable accommodation to complete any part of the application process, or are limited in the ability or unable to access or use this online application process and need an alternative method for applying, you may contact mailbox_tas_recruit@humana.com for assistance.Humana Safety and SecurityHumana will never ask, nor require a candidate provide money for work equipment and network access during the application process. If you become aware of any instances where you as a candidate are asked to provide information and do not believe it is a legitimate request from Humana or affiliate, please contact mailbox_tas_recruit@humana.com to validate the request.",3.6,"Humana
3.6","San Antonio, TX","Louisville, KY",10000+ employees,1961,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),"Cigna, Aetna, UnitedHealth Group",-1
Senior Database Engineer DBE,$59K-$135K (Glassdoor est.),"We are SO glad you are reading this! But, before we go any further in this conversation, we have deal breakers. You must meet all the following criteria before applying.
You must be willing to work in the San Antonio, TX area.
A CURRENT OR ACTIVE SECURITY CLEARANCE WITH POLY IS REQUIRED
Sixteen (16)+ years of demonstrated experience in database development for relational and/or cloud-based databases.
Bachelor of Science degree in Computer Science, Computer Engineering, or Information Systems or related discipline may be substituted for four (4) years of experience, or a Master of Science degree in computer science, computer engineering, or information systems or related discipline may be substituted for six (6) years experience.
Oracle Database: Relational database design, some database administration, Oracle Label Security and data security concepts and Strong SQL skills (tuning/query): PL/SQL, Linux knowledge and scripting
Four (4)+ years combined experience in each of the following for relational and cloud-based databases:

-Database development and software engineering/development;

-Database Design and DataModeling;

-Requirements analysis/generation;

-Development systems and softwarearchitectures
Two (2)+ years of demonstrated experience in developing and maintaining automated installation scripts.
Six (6)+ years of demonstrated experience leading teams on small to mid-size development efforts and all phases of the development life cycle.
Demonstrated experience developing database solutions in a multi-tiered environment, and demonstrated knowledge of Public Key technologies (e.g. Public Key based authentication mechanisms) for applications, enabling, row and column security, Virtual Private Databases, and dynamically loading data to a database from XML.
We're glad you're still reading!

Now that we have that out of the way, let's talk about everyday life at ELEVI Associates as a Senior Database Engineer (DBE). First, you willbe able to enjoy a work-life balance through our flexible PTO program along with other stellar benefits valued by our team members. As with the other contracts in our neck of the woods, the work you provide our customer is mission-critical, and you join many others in helping to optimize and keep safe the systems that accomplish the goals of protecting data, people and places.

This is no small job. Some of the day-to-day activities: participate in the customer requirement definition phase, provide design recommendations, and conduct database application development. Evaluate design and implementation of existing database and application systems to ensure optimal efficiency and performance of deployed systems and participate in project test activities. Work with the Project Manager and other team members to gather requirements and design and implement applications in alignment with project schedule. Identify data sources, construct data decomposition diagrams, provide data flow diagrams and document the process. Additionally, write code for database access, modifications and constructions including stored procedures and incorporate best practices, standards and processes as well as draw on team expertise and other customer resources to provide timely, technically sound recommendations that meet customer requirements.

Yeah, that was a mouthful, but you get the picture!

If you're still reading and interested insecuringthe customer's workinto 2020and beyond,let's have a conversation over virtual coffee. We'll accommodate your schedule. We'll discuss the day-to-day highs and lows of this role and answer any of your questions in your first interview. Let's do this!

Every day we make great things happen to meet our customers' expectations. We look to YOU, the talent that makes it all happen.Come join the ELEVI Team!Do you need accommodations to apply? Let us know atiwanttowork@ELEVI.net.",5.0,"ELEVI Associates
5.0","San Antonio, TX","Columbia, MD",1 to 50 employees,2002,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,-1
System Engineer - Virtualization,$59K-$135K (Glassdoor est.),"Systems Engineer - Virtualization Location San Antonio, Tx RateSalary DOE No 3rd Parties, please JOB DESCRIPTION Our established clients are in need of Systems Engineers for San Antonio, Texas locations. We generally have multiple opportunities from permanent to contract-to-hire to pure contract (no C2C, just W2). The incumbent will support nation wide client infrastructure needs in a fully virtualized environment. Locations are pretty centrally located to downtown San Antonio, innercentral SA, etc. Excellent, above average, comprehensive benefits in the total compensation package! Experience required 4+ years of heavy VMWare or Hyper-V management, support and configuration 3+ years' in a variety of delivery solutions vSphere, HP One View, HP Virtual Connect Manager and Cisco UCS manager FC SAN, iSCSI and NAS storage experience (1 or more) Disaster recovery test experience Strong Communication Skills Confident and autonomous problem solver Passion for technology! Preferred Skills Certifications in Microsoft, VMware, Storage, ITIL and other Cloud Technologies HP lsquoBL Seriesrsquo Blade Servers lsquoC Seriesrsquo Enclosures Cisco UCS Blades Citrix XenApp, andor Citrix XenDesktop Multi-tenant environment cloud best practices and data center virtualization experience Please send your Word.doc formatted resume to ambertechquarry.com",-1,Tech Quarry,"San Antonio, TX","San Antonio, TX",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1
Integration Lab Systems Engineer,$59K-$135K (Glassdoor est.),"Basic Qualifications


Bachelor’s degree in systems engineering, a related specialized area or field is required (or equivalent experience) plus a minimum of 5 years of relevant experience; or Master's degree plus a minimum of 3 years of relevant experience. Agile experience preferred.

CLEARANCE REQUIREMENTS:

This position requires a minimum of an active TS/SCI clearance. Must be willing and able to obtain a polygraph within a reasonable amount of time after hire, with acceptable timing determined by manager. Applicants selected will be subject to a U.S. Government security investigation and must meet eligibility requirements for access to classified information. Due to the nature of work performed within our facilities, U.S. citizenship is required.

Responsibilities for this Position


Do you want to be a part of a systems engineering team supporting our Nation's Cybersecurity initiatives? Do you want to challenge your systems engineering skills? If so, General Dynamics Mission Systems has an immediate opening for an Integration Lab Systems Engineer in the San Antonio area. This position provides an excellent opportunity to further advance the cutting-edge technology that supports some of our nation’s core defense/intelligence services and systems. General Dynamics Mission Systems employees work closely with esteemed customers to develop solutions that allow them to carry out high-stakes national security missions.

Highlights of Duties and Responsibilities:
Perform integration of new capability (software, hardware, etc) following an iterative agile approach (such as Scrum)
Support continuous ATO activities related to each iterative change/capability
Develops and coordinates functional, environmental, operational, security and/or performance tests on hardware, software, and systems
Assists with the design, development and implementation of cost-effective methods of testing and troubleshooting of hardware, software and systems
Prepares test and diagnostic programs, designs test fixtures and equipment including models and simulations
Isolates and documents issues and defects
Implement and configure baseline test automation processes using third party tools, i.e.,
Supports the generation of technical engineering products by applying the appropriate government standards, processes, procedures, and tools throughout the system development life cycle
Guides the successful completion of major programs and projects - be familiar with the Special Access Programs operational support activities; key to the successful deployment, integration, and troubleshooting with operations personnel in the deployment of the new integration developed lab solution into the Cybersecurity operational enclave
Monitor and test application performance for potential bottlenecks, identify possible solutions and work with developers to implement fix
Liaison with vendors and other IT personnel for problem resolution
The Integration Lab Systems Engineer must have:
Applicants must meet DoD 8570.1 certification requirements for IAT-II or higher
Other certifications related to Linux+, RHCE, RHSA, MCSE are desirable, however, are not mandatory for hiring consideration
Effective experience with test engineering concepts, principles, and theories
Proven working experience with installing, configuring, testing and troubleshooting Red Hat Enterprise Linux (RHEL) and Microsoft (MS) Windows within a lab and operational environment
Familiar with MS Windows Server 2008, 2012 services; configuration, management and troubleshooting MS Windows services like exchange server, RDP services, Active Directory management, Key Management Service as a minimum
Experience with the maintenance and update of relevant system process documentation and develop ad-hoc reports as needed
Experience with system processes and scripting languages in a RHEL environment
Expert working technical knowledge of RHEL and MS Windows operating systems commands and utilities
Expert knowledge of implementing patch management for Red Hat Enterprise Linux and MS Windows based systems from a centralized management solution
Familiar with configuration, provisioning, management and troubleshooting ESXi VM Ware, Amazon Web Services (AWS), or DoD Fences cloud solution
Solid scripting skills; developing, maintaining custom shell scripts, able to troubleshoot scripts related to Bourne, C shell, Korn or Perl
Experience with Red Hat Ansible and developing Playbooks configured for use on both Linux and MS Windows system configurations
Experience with Deep Content Inspection (DCI) and Data Loss Protection (DLP) solutions like Clearswift product suite and Fidelis offerings; familiarity with TNE PitBull products i.e., Multilevel Security (MLS) Web Services is a plus but not mandatory for consideration for the position
Proven experience with Splunk architecture i.e., Forwarders, Indexers, Indexer Clustering & Load Balancing, Search Heads, DB Connect and Deployment server
Task oriented person and able to adjust priorities as needed
General knowledge in IT government security accreditations and certification i.e., Risk Management Framework (RMF) and other approved government IT security standards, policies and directives
Demonstrate good communication skills, written and spoken and be capable of presenting technical concepts to audiences of various technical abilities
#CJ3

Company Overview


General Dynamics Mission Systems (GDMS) engineers a diverse portfolio of high technology solutions, products and services that enable customers to successfully execute missions across all domains of operation. With a global team of 13,000+ top professionals, we partner with the best in industry to expand the bounds of innovation in the defense and scientific arenas. Given the nature of our work and who we are, we value trust, honesty, alignment and transparency. We offer highly competitive benefits and pride ourselves in being a great place to work with a shared sense of purpose. You will also enjoy a flexible work environment where contributions are recognized and rewarded. If who we are and what we do resonates with you, we invite you to join our high performance team!

General Dynamics is an Equal Opportunity/Affirmative Action Employer that is committed to hiring a diverse and talented workforce. EOE/Disability/Veteran",3.6,"General Dynamics Mission Systems
3.6","San Antonio, TX","Fairfax, VA",10000+ employees,1952,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),-1,-1
Federal - Senior Machine Learning Engineer,$59K-$135K (Glassdoor est.),"Organization: Accenture Federal Services

Location: San Antonio, TX

We are:

Accenture?Federal Services,?bringing together commercial innovation with the latest technology to unleash the potential for our federal clients. Operating in the nation's Capital, we stay ahead of what's coming next. Drawing from the power of Accenture, we deliver integrated, mobile and interactive experiences that exceed our people's expectations. Join us where ideas are freely exchanged, and concepts evolve into practical solutions.

You are:

An advanced senior Applied Intelligence professional looking to do meaningful work. The Senior Machine Learning Engineer develops machine learning solutions to meet business use cases and to support experimentation and innovation to advance mission outcomes. The engineer collaborates with business SMEs, architects, data engineers, developers and data scientists to identify innovative machine learning solutions that leverage data to meet business goals. The machine learning engineer ensures infrastructure and data pipelines are structured to deploy machine learning solutions.
Understands and translates business and functional needs into machine learning problem statements.
Translates complex machine learning problem statements into specific deliverables and requirements.
Designs and develops scalable solutions that leverage machine learning and deep learning models to meet enterprise requirements.
Works closely with data scientists and data engineers to develop machine learning algorithms
Works on Optimization of Neural Net and Deep Learning models for inference learning algorithms into production-level code.
Collaborates with development teams to test and deploy machine learning models
Creates metrics to continuously evaluate the performance of machine learning solutions.
Maintains and improves the performance of existing machine learning solutions.
Ensures adherence to performance standards and compliance to data security requirements.
Keeps abreast with new tools, algorithms and techniques in machine learning and works to implement them in the organization
Keeps abreast with new tools, algorithms and techniques in machine learning and works to implement them in the organization",3.9,"Accenture
3.9","San Antonio, TX","Dublin, Ireland",10000+ employees,1989,Company - Public,Consulting,Business Services,$10+ billion (USD),"Cognizant Technology Solutions, EY, McKinsey & Company",-1
